insert, 0.015625, 10000, 13, 11.4558, 0
insert, 0.046875, 20000, 14, 12.4441, 0
insert, 0.078125, 30000, 15, 13.0188, 1.32477e-06
insert, 0.09375, 40000, 16, 13.4832, 1.79322e-06
insert, 0.125, 50000, 16, 13.7574, 2.53935e-06
insert, 0.15625, 60000, 16, 14.0184, 3.12339e-06
insert, 0.1875, 70000, 17, 14.2838, 3.60111e-06
insert, 0.203125, 80000, 17, 14.4801, 3.81171e-06
insert, 0.234375, 90000, 17, 14.6332, 4.18987e-06
insert, 0.265625, 100000, 17, 14.773, 4.18987e-06
insert, 0.296875, 110000, 17, 14.8799, 4.34409e-06
insert, 0.328125, 120000, 17, 15.0319, 4.61583e-06
insert, 0.359375, 130000, 18, 15.1611, 4.86724e-06
insert, 0.390625, 140000, 18, 15.282, 5.10098e-06
insert, 0.421875, 150000, 18, 15.3971, 5.20839e-06
insert, 0.453125, 160000, 18, 15.4823, 5.20839e-06
insert, 0.5, 170000, 18, 15.5701, 5.20839e-06
insert, 0.53125, 180000, 18, 15.6588, 5.20839e-06
insert, 0.5625, 190000, 19, 15.773, 5.38052e-06
insert, 0.609375, 200000, 19, 15.8235, 5.54097e-06
insert, 0.640625, 210000, 19, 15.8767, 5.6192e-06
insert, 0.6875, 220000, 19, 15.9287, 5.6192e-06
insert, 0.71875, 230000, 19, 15.9689, 5.68874e-06
insert, 0.765625, 240000, 19, 16.0385, 5.8224e-06
insert, 0.8125, 250000, 19, 16.105, 5.8224e-06
insert, 0.859375, 260000, 19, 16.1723, 5.88514e-06
insert, 0.890625, 270000, 19, 16.2354, 5.88514e-06
insert, 0.9375, 280000, 19, 16.2933, 5.88514e-06
insert, 0.984375, 290000, 19, 16.3525, 5.94074e-06
insert, 1.03125, 300000, 19, 16.4077, 5.99449e-06
insert, 1.07812, 310000, 20, 16.4823, 6.04663e-06
insert, 1.14062, 320000, 20, 16.5237, 6.04663e-06
insert, 1.1875, 330000, 20, 16.5647, 6.09516e-06
insert, 1.23438, 340000, 20, 16.6072, 6.14233e-06
insert, 1.28125, 350000, 20, 16.6405, 6.14233e-06
insert, 1.34375, 360000, 20, 16.6772, 6.1866e-06
